number,Filename,category,class,duration,Dissimilarity 0,Dissimilarity 45,Dissimilarity 90,Dissimilarity 135,Energy 0,Energy 45,Energy 90,Energy 135,Homogeneity 0,Homogeneity 45,Homogeneity 90,Homogeneity 135,Contrast 0,Contrast 45,Contrast 90,Contrast 135,Correlation 0,Correlation 45,Correlation 90,Correlation 135
1187,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle824.png,good,0,0.046999999998661224,3.9098324568913028,5.2889905222906695,3.930711473084409,5.289549043287883,0.6841917070691729,0.6817773107903766,0.6838884119895463,0.6816966298660324,0.8280223735427846,0.8148463965193385,0.8330276394352307,0.8139319324028745,493.8158322123051,767.4249609892789,548.4396116124994,761.105903419973,0.9759259277681347,0.9625157620932624,0.973302202973843,0.9628244112372386
1188,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle825.png,good,0,0.030999999999039574,4.191451632628121,5.553521254418612,4.216804852398135,5.62041639210139,0.6852404265675996,0.6828866663158403,0.684887568735557,0.6825467095043206,0.829969622799938,0.8176272248667498,0.8342897751279875,0.81658744947468,530.8575345481247,798.9204524020176,583.9037713698799,805.086867162649,0.9737799865409288,0.9604587259413204,0.9712051930162933,0.9601535292283462
1189,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle826.png,good,0,0.0470000000022992,4.242993762993785,5.705333630558004,4.397669185804825,5.594957143312137,0.6967201407762484,0.6940392168312479,0.6960890536345907,0.6941651483281224,0.8354350471216055,0.8218373454967886,0.8369558941227803,0.8222094604879986,531.5860975908057,819.5711514106418,611.6436104385331,798.6082661107673,0.972378588755682,0.9573154146411041,0.9682735905702062,0.9584071954650275
1190,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle827.png,good,0,0.046999999998661224,4.305317353552675,5.8075870668094565,4.4109570279062345,5.700591101388764,0.6920662241413462,0.6894230737359697,0.6916742065102646,0.6894241662096982,0.831100579656023,0.8186006227987545,0.8343180613802859,0.8184040286068947,541.0725816314066,835.8615578326536,607.9850955071371,812.8511100604896,0.972215336471481,0.9569799508431418,0.9688319618002994,0.9581642505456451
1191,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle828.png,good,0,0.0470000000022992,4.2659826342179645,5.580004458369411,4.171805219262901,5.607411181688403,0.7032498953411276,0.7009660571501162,0.7032030374045868,0.700704798345285,0.8387130495392866,0.8262354327445582,0.8431697092587106,0.8261075478759787,544.7026855815117,808.715379659555,582.1773668892382,807.6858392880417,0.9719395488592758,0.958255434817132,0.9700702595720699,0.9583085780072192
1192,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle829.png,good,0,0.046999999998661224,3.914621499327409,5.287976365743119,3.944676792134475,5.354920496495825,0.6924833930889893,0.6901928530710261,0.6921450955324505,0.6898975724644888,0.8306252899978432,0.8178245602370389,0.8341907847306819,0.8165566716126629,491.9485410297196,771.0784330056605,555.0844180301871,774.6555444232476,0.9752282557908964,0.9610928251331449,0.9720945208473316,0.9609123307846001
1193,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle83.png,good,0,0.046999999998661224,4.465870123517217,5.906437934354251,4.537383520434419,5.764732828541454,0.7020203649924794,0.6994241717030893,0.7015701354388147,0.6996096343577228,0.8338454953798196,0.8220756987239037,0.8364384960705931,0.8222845368502615,563.1683918307458,845.2856320473593,625.2357766527338,817.2324378216805,0.9708645763186,0.956167844976708,0.9677098750359372,0.9576225410845804
1194,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle830.png,good,0,0.0470000000022992,4.025977742448362,5.381151386136499,3.9460855528652674,5.440653469566789,0.6790346524177806,0.6765279273087091,0.6786984094976066,0.6765084128646702,0.8244411842399845,0.8110104240949134,0.8288125618943751,0.8104972940920292,513.162472789534,787.5180723186827,551.9111111111167,794.9777032538856,0.975106212547364,0.961726796963341,0.9732683784587484,0.9613642605601819
1195,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle831.png,good,0,0.030999999999039574,3.9973388773389096,5.537931659566807,4.219712867170549,5.393088547624988,0.6968942214998805,0.6941386762247754,0.6961601650497914,0.694329763720978,0.8349514237405096,0.8216270460254002,0.837187314240913,0.8221364325756231,499.592178060416,803.6624573454175,594.2842615012167,777.4818541917333,0.9741080187854374,0.9582524893455102,0.9692521368290474,0.9596124819631929
1196,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle832.png,good,0,0.046999999998661224,4.320723981900494,5.724362538918929,4.288563602122974,5.705642286898569,0.6929825567673887,0.6906263072822263,0.6929153948851051,0.6904231216068425,0.830385055536394,0.8184606505606802,0.8345483678185497,0.8173718504327105,551.5705808976419,832.7534325769724,597.3991121872541,823.6813319256079,0.9716948545488043,0.9571755115256662,0.9693999263563409,0.9576420458617412
1197,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle833.png,good,0,0.0470000000022992,4.106166075577861,5.612962096511494,4.29154743561528,5.49792146900825,0.6963014878030016,0.6933932218683377,0.695630570140049,0.6935948369184861,0.833735574197649,0.8205476935137475,0.8366427961704908,0.8200452747783338,512.0502237984599,807.4923509569638,596.7661970797627,782.767493588039,0.9734001357015154,0.9579543628288414,0.969050785511359,0.9592417711625707
1198,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle834.png,good,0,0.046999999998661224,4.043610125963098,5.396108970386194,3.9603076772568815,5.420737786640122,0.68009945525279,0.6777858388779279,0.679961932397165,0.6776803084072187,0.8312000089950988,0.81798529958668,0.8347882290438812,0.8173634348142557,512.6268655986312,783.9565259994055,552.6366595739544,781.923828024536,0.9753351572242844,0.9622055015494806,0.9734447870998187,0.9623035011307502
1199,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle835.png,good,0,0.0459999999984575,4.027540662834809,5.366059070944478,4.011808154181089,5.411020011219483,0.6926258178324591,0.6903223317090432,0.6924180669231634,0.6900952290833281,0.8308358340614928,0.8176550290287184,0.8339625273632636,0.8165825793493113,508.3042778525166,779.340146636268,558.2877393792718,778.1298071387899,0.97422174859461,0.9604008515420872,0.9717384578477877,0.9604623502517977
1200,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle836.png,good,0,0.03200000000288128,4.1898006603889355,5.509077191031398,4.0916159170397,5.502683595405487,0.6947728328179695,0.6924140765848201,0.6947188805902806,0.6923724784251591,0.8387505360001387,0.8269184447107579,0.8426920088349916,0.8264809928407235,540.0665036076829,804.7758028127028,568.9757991537704,796.5491363746704,0.9733008262179541,0.9601289089978973,0.9719093676322567,0.9605364835858137
